Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
,,,,,,,GC=F,GC=F,GC=F,GC=F,GC=F,,,,
2014-01-02,2014,1,2,Thursday,00,2014-00,1204.3,1227.3,1204.3,1225.0,209,1225.0,,1225.0,1225.0
2014-01-03,2014,1,3,Friday,00,2014-00,1221.7,1239.0,1221.7,1238.4,142,1238.4,0.010938795440051052,1231.7,1231.7
2014-01-06,2014,1,6,Monday,01,2014-01,1232.8,1247.0,1221.9,1237.8,127,1237.8,-0.0004844764002821522,1233.7333333333333,1233.7333333333333
2014-01-07,2014,1,7,Tuesday,01,2014-01,1239.3,1242.4,1226.3,1229.4,73,1229.4,-0.0067862530963826995,1232.65,1232.65
2014-01-08,2014,1,8,Wednesday,01,2014-01,1227.5,1227.5,1218.6,1225.3,189,1225.3,-0.003334940218413962,1231.1799999999998,1231.1799999999998
2014-01-09,2014,1,9,Thursday,01,2014-01,1225.8,1229.3,1225.8,1229.3,7,1229.3,0.0032645065213419144,1230.8666666666666,1230.8666666666666
2014-01-10,2014,1,10,Friday,01,2014-01,1235.0,1246.8,1234.0,1246.7,58,1246.7,0.014154316808444811,1233.1285714285714,1233.1285714285714
2014-01-13,2014,1,13,Monday,02,2014-02,1250.6,1252.7,1245.5,1250.9,46,1250.9,0.0033689527606377556,1235.35,1235.35
2014-01-14,2014,1,14,Tuesday,02,2014-02,1251.0,1251.3,1242.0,1245.2,37,1245.2,-0.0045567776248605085,1236.4444444444443,1236.4444444444443
2014-01-15,2014,1,15,Wednesday,02,2014-02,1243.1,1243.2,1238.1,1238.1,68,1238.1,-0.0057018758949159976,1236.6100000000001,1236.6100000000001
2014-01-16,2014,1,16,Thursday,02,2014-02,1239.3,1242.8,1239.0,1240.0,48,1240.0,0.0015346292315072674,1236.918181818182,1236.918181818182
2014-01-17,2014,1,17,Friday,02,2014-02,1239.7,1254.3,1239.7,1251.7,101,1251.7,0.009435444493447687,1238.1499999999999,1238.1499999999999
2014-01-21,2014,1,21,Tuesday,03,2014-03,1256.4,1257.5,1240.0,1242.3,224,1242.3,-0.007509708964156703,1238.4692307692308,1238.4692307692308
2014-01-22,2014,1,22,Wednesday,03,2014-03,1241.7,1242.0,1239.0,1239.0,58,1239.0,-0.002656402397502866,1238.5071428571428,1238.5071428571428
2014-01-23,2014,1,23,Thursday,03,2014-03,1235.2,1264.2,1235.2,1262.6,40,1262.6,0.01904759934296818,1241.1928571428573,1240.1133333333335
2014-01-24,2014,1,24,Friday,03,2014-03,1258.3,1269.4,1258.3,1264.5,38,1264.5,0.0015048506659289806,1243.0571428571427,1241.6375
2014-01-27,2014,1,27,Monday,04,2014-04,1259.8,1264.4,1254.4,1263.6,92,1263.6,-0.0007117630795274721,1244.8999999999999,1242.929411764706
2014-01-28,2014,1,28,Tuesday,04,2014-04,1257.9,1258.4,1251.0,1251.0,20,1251.0,-0.009971490843132425,1246.4428571428573,1243.3777777777777
2014-01-29,2014,1,29,Wednesday,04,2014-04,1262.2,1262.2,1262.2,1262.2,137028,1262.2,0.008952798698541153,1249.0785714285714,1244.3684210526317
2014-01-30,2014,1,30,Thursday,04,2014-04,1267.0,1267.7,1237.5,1242.2,45276,1242.2,-0.015845350002930414,1250.0,1244.26
2014-01-31,2014,1,31,Friday,04,2014-04,1243.6,1254.5,1238.4,1240.1,5820,1240.1,-0.0016905294384824687,1249.5285714285715,1244.0619047619048
2014-02-03,2014,2,3,Monday,05,2014-05,1242.4,1266.3,1241.2,1260.4,2914,1260.4,0.016369687305681557,1250.2071428571428,1244.8045454545454
2014-02-04,2014,2,4,Tuesday,05,2014-05,1258.4,1260.7,1247.8,1251.7,1745,1251.7,-0.00690262858907198,1250.6714285714286,1245.104347826087
2014-02-05,2014,2,5,Wednesday,05,2014-05,1254.0,1273.7,1253.1,1257.3,1616,1257.3,0.004473993668376419,1252.042857142857,1245.6125
2014-02-06,2014,2,6,Thursday,05,2014-05,1258.0,1267.0,1253.5,1257.6,274,1257.6,0.00023854827500557896,1253.3,1246.0919999999999
2014-02-07,2014,2,7,Friday,05,2014-05,1258.3,1271.4,1257.9,1263.3,436,1263.3,0.004532501075734885,1254.1285714285714,1246.753846153846
2014-02-10,2014,2,10,Monday,06,2014-06,1269.6,1277.3,1265.7,1274.8,742,1274.8,0.00910314221128039,1256.45,1247.7925925925927
2014-02-11,2014,2,11,Tuesday,06,2014-06,1274.0,1292.0,1273.8,1290.1,562,1290.1,0.012001824734692468,1260.1,1249.3035714285713
2014-02-12,2014,2,12,Wednesday,06,2014-06,1290.5,1296.2,1285.5,1295.3,140,1295.3,0.004030752143705518,1262.435714285714,1250.889655172414
2014-02-13,2014,2,13,Thursday,06,2014-06,1293.3,1303.5,1287.5,1300.4,877,1300.4,0.003937292823042338,1265.0,1252.54
2014-02-14,2014,2,14,Friday,06,2014-06,1301.7,1320.7,1301.7,1319.0,308,1319.0,0.014303272252181198,1268.957142857143,1254.6838709677418
2014-02-18,2014,2,18,Tuesday,07,2014-07,1322.9,1330.6,1313.9,1324.7,373,1324.7,0.004321418629169793,1274.2214285714288,1256.871875
2014-02-19,2014,2,19,Wednesday,07,2014-07,1318.3,1321.6,1309.1,1320.6,193,1320.6,-0.003095022070704001,1278.392857142857,1258.8030303030303
2014-02-20,2014,2,20,Thursday,07,2014-07,1310.7,1323.5,1309.6,1317.1,116,1317.1,-0.0026503105139367156,1283.742857142857,1260.5176470588235
2014-02-21,2014,2,21,Friday,07,2014-07,1320.0,1328.3,1317.4,1323.9,171,1323.9,0.005162894961789011,1289.7285714285715,1262.3285714285714
2014-02-24,2014,2,24,Monday,08,2014-08,1324.3,1339.0,1321.4,1338.3,93,1338.3,0.01087697269318788,1295.292857142857,1264.4388888888889
2014-02-25,2014,2,25,Tuesday,08,2014-08,1336.4,1343.9,1333.1,1343.0,290,1343.0,0.0035118814917405317,1301.8142857142855,1266.5621621621622
2014-02-26,2014,2,26,Wednesday,08,2014-08,1341.2,1342.0,1325.6,1328.2,485,1328.2,-0.011020140601731176,1306.8785714285714,1268.1842105263158
2014-02-27,2014,2,27,Thursday,08,2014-08,1329.3,1335.0,1324.6,1331.6,369,1331.6,0.002559873918879907,1312.1642857142856,1269.8102564102564
2014-02-28,2014,2,28,Friday,08,2014-08,1329.8,1332.6,1321.1,1321.4,239,1321.4,-0.007659921417005666,1316.314285714286,1271.1
2014-03-03,2014,3,3,Monday,09,2014-09,1335.9,1354.1,1332.9,1350.1,232,1350.1,0.021719351174222412,1321.6928571428568,1273.0268292682927
2014-03-04,2014,3,4,Tuesday,09,2014-09,1350.4,1350.4,1332.2,1337.8,80,1337.8,-0.00911038217927107,1325.1000000000001,1274.5690476190478
2014-03-05,2014,3,5,Wednesday,09,2014-09,1334.8,1341.0,1334.8,1340.2,32,1340.2,0.0017939170699330376,1328.3071428571427,1276.0953488372093
2014-03-06,2014,3,6,Thursday,09,2014-09,1338.0,1351.7,1333.3,1351.7,59,1351.7,0.008580809147130886,1331.9714285714285,1277.8136363636365
